ResponseID,Campus,Position,StudyArea,ID,I01,I02,I03,I04,I05,I06,I07,I08,I09,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,Comment1,HowOftenL,HowOftenC,HowOftenW,NA1,NA2,NA3,NA4,NA5,NA6,NA7,NA8,NA9,NA10,NA11,NA12,NA13,NA14,NA15,NA16,NA17,NA18,NA19,NA20,NA21,NA22,NA23,NA24,NA25,NA26,NPS1
3297,1,6,2,2,6,6,5,,,7,,,,,,,,7,7,,7,7,,,,,,,,,3,4,4,,,6,,,,,,,,4,2,,5,6,,,,,,,,,5,,2,2,3,,,,1,1,,1,1,1,1,1,1,1,,,1,,,1,1,1,1,1,1,1,1,5
568,1,13,4,2,5,5,5,,,,,,,,,,,6,6,1,1,7,1,,,,,,,,5,5,5,,,,,,,,,,,5,5,1,1,7,1,,,,,,,,5,,3,1,4,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,1,1,1,6
648,2,1,3,2,5,5,5,,,7,,,,,,,,7,7,,7,7,7,,,,,,,,4,4,4,,,3,,,,,,,,2,3,,5,6,4,,,,,,,,3,,1,1,4,,,,1,1,,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,3
652,2,1,2,2,5,,5,5,,6,,,,,,,,7,5,,7,7,,,,,,,,,2,,5,3,,6,,,,,,,,5,4,,7,7,,,,,,,,,6,nil,3,1,5,,1,,,1,,1,1,1,1,1,1,1,,,1,,,1,1,1,1,1,1,1,1,5
1728,1,10,1,2,7,7,,4,6,,,,7,,,7,7,,,,,,,,7,,7,,,,7,7,,4,4,,,,7,,,7,7,,,,,,,,7,,7,,,,6,,2,1,2,,,1,,,1,1,1,,1,1,,,1,1,1,1,1,1,1,,1,,1,1,1,9
1978,1,4,2,2,,5,3,,,5,,,,,,,,7,5,2,2,7,,,6,,,,,,,4,5,,,6,,,,,,,,5,3,3,4,6,,,6,,,,,,5,,3,2,4,1,,,1,1,,1,1,1,1,1,1,1,,,,,,1,1,,1,1,1,1,1,7
2133,1,3,3,2,,,,,,6,,,,,,6,6,6,3,6,6,7,7,,,,,,,,,,,,,6,,,,,,5,5,4,2,5,6,7,7,,,,,,,,5,,2,1,5,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,7
2502,1,1,1,2,2,3,4,,,6,,,,,,,4,7,5,,,6,6,,,,,,,,5,3,4,,,6,,,,,,,6,6,4,,,7,7,,,,,,,,6,,2,1,5,,,,1,1,,1,1,1,1,1,1,,,,1,1,,,1,1,1,1,1,1,1,7
2742,1,1,1,2,,,6,,,1,,,,,,4,6,5,6,,,5,7,,,,,,,,,,6,,,1,,,,,,5,6,6,6,,,5,7,,,,,,,,5,Extend Opening Hours and have more seats especially during Mid Terms and Finals period. As during these period both KGC and LKS are full.,1,1,5,1,1,,1,1,,1,1,1,1,1,,,,,1,1,,,1,1,1,1,1,1,1,7
2918,1,6,2,2,5,6,,6,6,7,,,5,,,6,6,,,,7,7,,,7,,7,7,7,7,4,4,,6,6,7,,,5,,,6,6,,,,7,7,,,5,,7,5,5,5,,,,,,,,1,,,,1,1,,1,1,,,1,1,1,,,1,1,,1,,,,,
2969,1,13,7,2,5,4,4,,,5,,5,,,,,5,6,5,,,7,,,,,,,,,5,4,4,,,5,,5,,,,,5,5,4,,,5,,,,,,,,,5,,3,1,5,,,,1,1,,1,,1,1,1,1,,,,1,1,,1,1,1,1,1,1,1,1,7
198,1,4,4,2,3,6,4,,6,6,,,,,,,,7,3,,6,7,6,,,,,,,,3,6,5,,6,6,,,,,,,,7,4,,2,7,6,,,,,,,,6,,4,1,5,,,,1,,,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,8
506,1,1,2,2,,,,,,2,,,,7,,7,7,7,7,,7,7,7,,,,,,,,,,,,,7,,,,7,,7,7,5,7,,7,7,7,,,,,,,,6,Lengthen opening hours.,2,1,5,1,1,1,1,1,,1,1,1,,1,,,,,1,,,,1,1,1,1,1,1,1,9
591,1,1,6,2,6,6,7,,,,,,,,,7,7,6,4,,7,7,7,,,,,,,,6,6,7,,,,,,,,,7,7,7,2,,7,7,4,,,,,,,,7,,2,1,2,,,,1,1,1,1,1,1,1,1,,,,,1,,,,1,1,1,1,1,1,1,7
611,2,2,4,2,4,,6,,,7,,,,4,,,5,7,7,,,,7,,,,,,,6,4,,6,,,1,,,,2,,,5,4,4,,,,4,,,,,,,5,5,no comments,2,1,5,,1,,1,1,,1,1,1,,1,1,,,,1,1,1,,1,1,1,1,1,1,,6
664,1,1,2,2,5,6,5,,,7,,,,,,,,7,7,,7,7,6,,,,,,,,5,5,5,,,7,,,,,,,,6,4,,7,7,5,,,,,,,,6,"Printing services are, at times, under maintenance and difficult to access seamlessly. Especially with the use of USB attachments.",2,2,5,,,,1,1,,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,9
851,1,9,2,2,5,6,6,,,,7,,7,,,7,7,,,,,,,,7,,6,6,6,,7,7,7,,,,7,,7,,,7,7,,,,,,,,7,,6,6,6,,6,,5,1,2,,,,1,1,1,,1,,1,1,,,1,1,1,1,1,1,1,,1,,,,1,9
1209,1,6,2,2,7,,7,,,7,,,,,,,,6,5,3,7,7,7,,,,,,,,6,,6,,,5,,,,,,,,3,2,2,5,7,6,,,,,,,,6,No reservation of tables by leaving personal belongings,2,1,5,,1,,1,1,,1,1,1,1,1,1,1,,,,,,,1,1,1,1,1,1,1,8
2265,1,1,2,2,6,6,7,,6,7,,,,,,,,7,7,,7,7,7,,,,,,,,5,5,6,,6,5,,,,,,,,6,5,,7,7,5,,,,,,,,5,,2,1,4,,,,1,,,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,7
2310,1,9,1,2,4,7,2,,4,4,,,,4,,5,6,,,,,,,7,,,6,6,,,4,6,4,,4,4,,,,4,,5,6,,,,,,,7,,,6,6,,,5,,4,1,3,,,,1,,,1,1,1,,1,,,1,1,1,1,1,1,,1,1,,,1,1,7
2599,1,1,1,2,4,4,4,,,4,,,,,,,,5,5,,4,,5,,6,,,,,,4,4,4,,,4,,,,,,,,4,3,,5,,5,,6,,,,,,4,More places to study. I always face the problem of can't find a seat to study even I have walked through all 3 levels.,2,1,2,,,,1,1,,1,1,1,1,1,1,1,,,1,,1,,1,,1,1,1,1,1,5
2748,1,1,4,1,,,,,,7,,,,,,7,7,7,5,,,7,7,,,,7,7,,,,,,,,5,,,,,,7,5,6,3,,,7,4,,,,7,6,,,6,more seats please,1,1,3,1,1,1,1,1,,1,1,1,1,1,,,,,1,1,,,1,1,1,,,1,1,8
361,1,2,1,2,7,7,7,,,6,,6,5,,,,,7,7,,7,7,5,,,,,,,,7,7,7,,,5,,6,5,,,,,4,6,,5,5,5,,,,,,,,5,,1,1,3,,,,1,1,,1,,,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,5
370,1,10,1,2,6,6,6,,7,,,,,6,,6,6,,,7,,,,,7,,,,7,,5,5,5,,4,,,,,6,,6,5,,,5,,,,,5,,,,5,,6,"Policies about database acquisition should be more transparent. For instance, the process of acquiring database, what are the priorities for the university as a whole etc.",4,1,1,,,,1,,1,1,1,1,,1,,,1,1,,1,1,1,1,,1,1,1,,1,9
598,1,1,3,2,,7,3,,,7,,,,,,,,7,5,,7,7,7,,7,,,7,,,,4,6,,,7,,,,,,,,1,4,,5,7,7,,6,,,6,,,5,"Seats are limited. With the new layout, it feels as though there are lesser seats. Maybe library can consider seat allocation system to optimize spaces so no empty seats are wasted.",1,1,2,1,,,1,1,,1,1,1,1,1,1,1,,,1,,,,1,,1,1,,1,1,8
604,1,13,7,2,5,5,5,,,7,,,6,6,,6,6,,,,,4,,,,,,,,5,4,4,3,,,7,,,6,4,,5,5,,,,,5,,,,,,,,5,6, -,3,1,5,,,,1,1,,1,1,,,1,,,1,1,1,1,,1,1,1,1,1,1,1,,8
744,1,1,2,2,5,6,5,,,6,,,,,,,,6,6,,6,7,6,,6,,6,,,,4,5,5,,,5,,,,,,,,5,5,,5,7,4,,5,,5,,,,5,,1,1,4,,,,1,1,,1,1,1,1,1,1,1,,,1,,,,1,,1,,1,1,1,7
788,1,2,1,2,7,7,7,,,7,,,,,,,,7,7,7,7,7,7,,,,,,,,7,7,7,,,5,,,,,,,,1,6,7,7,7,7,,,,,,,,5,Ensure that the users know to be quiet,2,2,5,,,,1,1,,1,1,1,1,1,1,1,,,,,,,1,1,1,1,1,1,1,8
822,1,13,1,2,6,6,6,,,6,,6,5,,6,6,6,,6,,6,6,,,,,,,,,5,5,6,,,7,,6,5,,6,6,6,,6,,6,6,,,,,,,,,6,,4,1,5,,,,1,1,,1,,,1,,,,1,,1,,,1,1,1,1,1,1,1,1,8
869,2,9,5,2,7,7,7,,,,,,7,7,7,7,7,,,,,,,7,,,7,7,,,5,7,4,,,,,,7,7,5,7,7,,,,,,,5,,,7,7,,,6,,2,1,2,,,,1,1,1,1,1,,,,,,1,1,1,1,1,1,,1,1,,,1,1,8
925,1,4,3,1,5,5,5,4,4,4,4,5,5,4,,,,,,,,,,,,,,,,,5,4,4,4,3,3,2,3,2,2,,,,,,,,,,,,,,,,,1, -none-,2,1,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
930,1,1,3,1,6,,4,,,6,,,,,,6,6,7,4,,7,7,7,,,,,,,,2,,4,,,4,,,,,,7,7,7,7,,7,7,6,,,,,,,,6,can maybe add more seats because it's always so full,1,1,5,,1,,1,1,,1,1,1,1,1,,,,,1,,,,1,1,1,1,1,1,1,5
1056,1,1,1,2,1,1,6,,,7,,,,,,,,4,4,5,5,5,5,,,,4,,,,4,4,4,,,7,,,,,,,,5,7,7,7,7,7,,,,6,,,,5,,1,1,5,,,,1,1,,1,1,1,1,1,1,1,,,,,,,1,1,1,,1,1,1,6
1689,2,3,2,2,5,5,7,,,7,,,,,,,7,7,7,,7,7,7,,,,,,,,3,4,5,,,3,,,,,,,4,5,5,,7,7,4,,,,,,,,5,More room spaces,2,1,3,,,,1,1,,1,1,1,1,1,1,,,,1,,,,1,1,1,1,1,1,1,9
1872,1,4,2,2,4,6,7,1,4,7,,,,,7,7,7,6,5,,7,7,6,,4,,,,3,6,6,6,6,4,7,7,,,,,7,7,7,6,3,,6,7,6,,7,,,,6,5,,,,,,,,,,,,1,1,1,1,,,,,,1,,,,1,,1,1,1,,,
2517,2,6,2,2,7,6,,,,7,,,,,,,,7,7,,7,7,7,,7,7,7,,,,7,6,,,,7,,,,,,,,4,3,,7,7,7,,6,6,7,,,,6,,2,2,2,,,1,1,1,,1,1,1,1,1,1,1,,,1,,,,1,,,,1,1,1,8
2664,2,1,1,2,5,6,,,,5,,,,,,,,7,7,,,,7,,7,,7,6,7,,5,6,,,,5,,,,,,,,1,1,,,,3,,6,,7,6,6,,5,"I think more thumb drive printing stations for printing will be better, especially for the color printing, because i am not sure when computer i am supposed to print from as the printing area one is down. 

I think when comes to peak period, there is a way to deal with students that hog their seats.",2,1,2,,,1,1,1,,1,1,1,1,1,1,1,,,1,1,1,,1,,1,,,,1,9
2681,1,4,4,2,6,6,7,5,6,7,,,,,,,,7,7,,7,7,6,,,,,,,,5,4,5,5,5,5,,,,,,,,5,5,,6,7,6,,,,,,,,6,,3,1,5,,,,,,,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,6
2987,1,13,7,2,7,5,7,,,7,,7,,7,7,7,7,,,,7,7,,,,,,,,,7,6,7,,,7,,7,,7,7,7,7,,,,7,7,,,,,,,,,6,,4,1,4,,,,1,1,,1,,1,,,,,1,1,1,,,1,1,1,1,1,1,1,1,10
338,1,13,7,2,6,6,6,,,6,,7,6,,6,6,6,,,,,,,,6,,,6,,,5,6,5,,,6,,7,4,,6,6,6,,,,,,,,6,,,5,,,6,To make the first floor borrowing section accessible and not just the study corner,2,1,1,,,,1,1,,1,,,1,,,,1,1,1,1,1,1,1,,1,1,,1,1,9
344,1,13,7,2,6,6,5,,,5,5,6,,6,4,7,6,,,,,5,,,,,,6,,,6,4,6,,,6,6,7,,6,4,5,5,,,,,6,,,,,,6,,,6,,2,1,4,,,,1,1,,,,1,,,,,1,1,1,1,,1,1,1,1,1,,1,1,9
354,1,7,6,1,7,7,7,6,6,,,,,,,,,,,,,6,4,,7,,7,7,7,,6,6,7,6,5,,,,,,,,,,,,,7,4,,5,,7,7,6,,6,Some psychology journals are not purchased by the library.,4,2,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,1,,,,1,9
564,1,13,7,2,5,5,5,4,,4,,5,5,5,,5,5,,,,,6,,4,,,,,,,6,6,5,4,,5,,6,6,6,,6,6,,,,,7,,4,,,,,,,6,,2,1,3,,,,,1,,1,,,,1,,,1,1,1,1,,1,,1,1,1,1,1,1,9
793,1,2,2,2,5,3,3,,,7,,,,5,,6,,7,7,4,7,7,7,,,,,,,,5,5,7,,,7,,,,6,,6,,7,3,3,6,7,6,,,,,,,,6,,1,1,5,,,,1,1,,1,1,1,,1,,1,,,,,,,1,1,1,1,1,1,1,10
1170,1,3,3,2,,,,,,4,,,,,5,,,7,7,5,7,7,7,6,6,,6,,,,,,,,,6,,,,,5,,,6,5,4,5,6,6,6,6,,6,,,,6,"Sometimes, people do not adhere to the rules of Quiet Area and who chit chat non stop.",2,2,3,1,1,1,1,1,,1,1,1,1,,1,1,,,,,,,,,1,,1,1,1,8
1516,1,3,4,2,5,4,5,,,6,,5,,,,,5,6,6,,6,7,6,,,,,,,,4,4,5,,,6,,6,,,,,6,5,4,,6,7,6,,,,,,,,5,Improve Cleanliness.,1,1,4,,,,1,1,,1,,1,1,1,1,,,,1,,,,1,1,1,1,1,1,1,7
1581,1,1,1,2,5,5,4,,6,6,,,,,6,7,7,7,7,,7,7,,,,,,,,,5,5,4,,4,6,,,,,5,7,7,5,3,,6,6,,,,,,,,,5,,2,1,5,,,,1,,,1,1,1,1,,,,,,1,,,1,1,1,1,1,1,1,1,8
1705,1,4,2,2,7,7,6,,7,7,,,,,,,,7,7,,7,7,7,,7,,,7,,,6,7,5,,6,7,,,,,,,,7,4,,5,7,4,,5,,,5,,,6,,2,1,2,,,,1,,,1,1,1,1,1,1,1,,,1,,,,1,,1,1,,1,1,7
2073,1,2,1,2,7,7,6,,,7,,7,,,3,6,7,5,2,,,7,7,,,,,,,,7,7,5,,,7,,7,,,3,6,7,5,2,,,7,7,,,,,,,,6,,1,1,5,,,,1,1,,1,,1,1,,,,,,1,1,,,1,1,1,1,1,1,1,9
2162,1,1,2,2,4,4,7,,2,7,,,,,,,7,7,7,,7,7,7,,,,,,,,3,2,2,,2,7,,,,,,,7,5,1,,5,5,5,,,,,,,,5,Need more tables and power plugs,1,1,5,,,,1,,,1,1,1,1,1,1,,,,1,,,,1,1,1,1,1,1,1,6
2325,2,1,3,2,5,,5,,5,5,,,,,,,,5,5,,6,7,5,,5,,6,6,,,5,,6,,6,7,,,,,,,,6,6,,7,7,7,,5,,6,6,,,6,,2,2,5,,1,,1,,,1,1,1,1,1,1,1,,,1,,,,1,,1,,,1,1,8
3009,1,13,7,2,5,5,4,,,6,,7,,6,3,6,6,,,4,6,7,,,,,,,,,5,5,4,,,6,,7,,6,3,6,6,,,3,6,6,,,,,,,,,5,,3,1,4,,,,1,1,,1,,1,,,,,1,1,,,,1,1,1,1,1,1,1,1,8
3080,1,1,2,2,3,3,3,2,2,7,,,,,,,,7,7,7,7,7,7,,,,,,,,4,4,4,2,2,5,,,,,,,,4,4,3,6,7,7,,,,,,,,5,,2,1,5,,,,,,,1,1,1,1,1,1,1,,,,,,,1,1,1,1,1,1,1,8
3103,1,2,6,2,5,5,7,5,4,4,,7,,,7,,6,6,5,,7,,7,7,7,7,,7,4,,5,4,5,6,4,7,,7,,,5,,5,4,3,,7,,7,7,6,7,,5,4,,,,,,,,,,,,,1,,1,1,,1,,,,1,,1,,,,,1,,,1,
88,2,4,6,2,5,5,5,,6,6,,,,,,,,7,7,,7,7,7,,7,,7,7,,,5,5,5,,6,6,,,,,,,,7,7,,7,7,6,,6,,6,6,,,6,,4,1,1,,,,1,,,1,1,1,1,1,1,1,,,1,,,,1,,1,,,1,1,8
178,1,13,2,2,5,5,3,,,5,,,,,6,6,6,5,,,,6,,5,,,,4,5,,5,5,4,,,2,,,,,6,6,6,5,,,,6,,4,,,,5,3,,5,It would be nice to have more sports magazines like Runners' World magazine.,2,1,2,,,,1,1,,1,1,1,1,,,,,1,1,1,,1,,1,1,1,,,1,8
345,1,12,4,1,6,6,6,,7,,,,,,7,7,7,,,,,7,,7,7,,6,,7,7,3,3,6,,5,,,,,,6,5,6,,,,,5,,5,5,,3,,6,6,5,,3,1,1,,,,1,,1,1,1,1,1,,,,1,1,1,1,,1,,,1,,1,,,7
356,1,13,7,2,4,4,5,,,6,,6,,4,,6,6,6,,,6,6,,,,,,4,,4,4,4,6,,,6,,5,,4,,6,6,6,,,6,6,,,,,,5,,5,5,,2,1,4,,,,1,1,,1,,1,,1,,,,1,1,,,1,1,1,1,1,,1,,7
368,1,3,2,1,5,7,7,5,6,5,,6,,,7,,7,6,6,,,6,6,6,6,5,6,6,,6,3,5,6,4,5,5,,5,,,6,,6,5,5,,,5,6,5,5,5,5,5,,6,,,,,,,,,,,,1,,1,1,,1,,,,1,1,,,,,,,,1,,
426,1,1,6,2,7,,7,,7,7,,,,,,,,7,7,,7,7,,,7,,7,7,7,7,7,,4,,7,7,,,,,,,,6,7,,6,7,,,7,,7,7,7,1,7,,3,1,2,,1,,1,,,1,1,1,1,1,1,1,,,1,,,1,1,,1,,,,,10
874,1,13,2,2,,,3,5,,3,5,4,5,5,,5,6,,,,,5,,5,5,,,,,,,,3,3,,4,4,4,4,3,,4,6,,,,,5,,4,5,,,,,,3,Rarely use or notice our library services,4,4,4,1,1,,,1,,,,,,1,,,1,1,1,1,,1,,,1,1,1,1,1,4
976,1,13,7,2,7,7,5,,6,7,,7,,6,7,6,6,7,,,,7,,7,,,,,,,7,7,6,,5,7,,7,,6,4,6,6,7,,,,7,,5,,,,,,,6,,3,1,3,,,,1,,,1,,1,,,,,,1,1,1,,1,,1,1,1,1,1,1,8
1141,1,8,2,2,5,3,3,3,5,6,6,7,7,6,7,6,6,,,,,,,,,,,,,,6,5,4,6,6,5,6,6,6,6,6,6,4,,,,,,,,,,,,,,6,,5,1,1,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,7
1558,1,1,1,2,7,6,3,7,6,7,,,,,,7,,7,7,,,,7,,7,7,,,,7,6,5,4,6,6,7,,,,,,6,,6,6,,,,6,,6,6,,,,6,7,,1,1,3,,,,,,,1,1,1,1,1,,1,,,1,1,1,,1,,,1,1,1,,9
1599,1,1,2,2,5,6,4,,,6,,,,,,,5,7,6,,7,7,7,,6,,6,6,,,5,6,4,,,5,,,,,,,5,6,5,,6,7,4,,6,,6,6,,,5,,1,1,2,,,,1,1,,1,1,1,1,1,1,,,,1,,,,1,,1,,,1,1,6
1729,1,2,6,2,3,6,5,5,6,4,3,5,3,3,3,3,3,6,6,2,7,5,7,,,,,,,,5,3,5,3,3,5,3,5,4,2,5,3,4,7,6,3,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,
2203,1,1,3,2,4,4,4,4,,7,,,,,,,4,7,7,,7,7,7,,5,,,,,,3,3,5,2,,6,,,,,,,5,5,5,,5,7,5,,4,,,,,,5,"The power socket at level 4 - near the Exit staircase (near project room 4-4 at the corner, facing the windows) are not working.",1,4,4,,,,,1,,1,1,1,1,1,1,,,,1,,,,1,,1,1,1,1,1,9
2213,1,6,2,2,5,5,7,,,6,,,,,,6,6,6,6,,,6,7,,6,,6,,,,6,6,3,,,6,,,,,,6,6,6,5,,,6,5,,5,,5,,,,6," - make printer areas easier to find for new-to-school students
- make printer instructions more easy to understand/less wordy
- make online access to economist/FT/etc more easy and clear
- consider the idea of a Digital Library and what it means to allow work to be done digitally with ease",3,1,2,,,,1,1,,1,1,1,1,1,,,,,1,1,,,1,,1,,1,1,1,7
2756,1,2,4,2,5,5,5,7,7,7,,,,7,,,,7,5,,7,7,7,,,,,,,,5,5,5,7,7,7,,,,7,,,,7,5,,7,7,7,,,,,,,,6,None,2,2,5,,,,,,,1,1,1,,1,1,1,,,1,,,,1,1,1,1,1,1,1,9
2935,2,13,7,2,3,5,5,,5,5,,4,4,,4,,6,7,,,7,7,,,,,,5,,,4,6,6,,4,4,,5,5,,4,,7,5,,,7,7,,,,,,5,,,7,,4,1,4,,,,1,,,1,,,1,,1,,,1,1,,,1,1,1,1,1,,1,1,6
3157,1,1,3,2,5,6,4,,,6,,,,,,,,7,7,,6,6,,,7,,7,7,7,7,4,7,4,,,7,,,,,,,,5,7,,6,6,,,7,,7,7,7,6,6,,2,1,2,,,,1,1,,1,1,1,1,1,1,1,,,1,,,1,1,,1,,,,,7
3199,1,1,2,2,7,6,6,,,7,,,,7,,7,,7,7,6,6,6,7,,,,,,,,6,6,6,,,7,,,,6,,7,,1,1,6,7,7,7,,,,,,,,6,"Please try to punish students who practice seat hogging for a long duration. Strictly speaking, even a 15mins seat hogging for a simple meal at KOFU is considerate speaking and should not be accepted. This is a vicious cycle tempting students to do so for the fear of losing their seats after they are gone for lessons. Thus to benefit everyone in the long run, it is important for librarians to remove any attended items left for more than 20mins especially during the peak hours( weekdays afternoon).",1,2,4,,,,1,1,,1,1,1,,1,,1,,,,,,,1,1,1,1,1,1,1,7
3222,1,3,3,2,6,6,4,,5,7,,7,,,3,,,7,7,,7,7,7,7,7,7,7,7,7,7,6,6,7,,5,7,,7,,,3,,,2,4,,5,7,7,7,7,7,7,4,4,7,,,,,,,,,1,,,1,,1,1,,1,1,,,1,,,,,,,,,,,
3277,1,10,3,2,4,6,6,6,5,4,,,,,,,,,,,,7,,7,7,,7,7,7,,5,6,3,3,4,7,,,,,,,,,,,,7,,3,4,,7,7,7,,5,"Some academic journals are still missing. Access to online magazines like the economist is confusing. Also I am not able to search for specific articles, and the multiple editions (Asia, Europe, world) make it even more confusing. 
Finally duplicating everything into a browsing visual repository of journals was simply a bad idea.",4,1,1,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,1,,,1,,,,1,8
3335,1,5,3,2,5,,6,,,6,,,,,,,,7,6,5,6,7,6,,5,5,,,6,5,6,,6,,,6,,,,,,,,4,4,4,5,6,5,,5,5,,,5,5,5,,2,2,3,,1,,1,1,,1,1,1,1,1,1,1,,,,,,,1,,,1,1,,,7
220,1,3,1,2,7,7,5,7,7,6,,,,,,,,7,5,,,7,,,7,,6,7,6,,6,5,4,6,6,7,,,,,,,,4,5,,,7,,,5,,6,6,5,,6,Emphasise importance of quietness!!,2,2,3,,,,,,,1,1,1,1,1,1,1,,,1,1,,1,1,,1,,,,1,7
278,1,1,1,1,7,7,7,,7,7,,,,7,,7,,7,7,,7,7,,,,,7,7,,,7,6,7,,6,6,,,,7,,7,,7,7,,7,7,,,,,7,5,,,6,Generally it meets my needs.,2,1,3,,,,1,,,1,1,1,,1,,1,,,1,,,1,1,1,1,,,1,1,9
327,1,13,7,2,7,5,7,3,,7,7,7,7,7,5,7,7,,,,,7,,,,,,4,,,7,5,7,4,,7,7,7,7,7,5,7,7,,,,,7,,,,,,4,,,6,,3,1,4,,,,,1,,,,,,,,,1,1,1,1,,1,1,1,1,1,,1,1,10
491,2,1,3,2,3,7,6,5,4,7,,,,,,,,7,5,,7,7,,,7,,6,7,5,,5,7,6,6,6,6,,,,,,,,6,4,,7,7,,,5,,6,6,5,,6,,2,1,3,,,,,,,1,1,1,1,1,1,1,,,1,,,1,1,,1,,,,1,8
584,1,9,6,2,7,6,7,,,,,7,7,,7,6,7,,,,,,,7,6,,6,6,6,6,4,6,2,,,,,5,5,,6,6,6,,,,,,,4,6,,6,5,5,6,5,,4,1,2,,,,1,1,1,1,,,1,,,,1,1,1,1,1,1,,,1,,,,,9
625,1,13,7,2,5,5,6,,,,7,7,,,7,,,7,,7,7,7,,7,7,,7,7,,5,6,5,5,,,,6,6,,,7,,,6,,7,7,7,,6,6,,6,6,,5,6,,1,1,1,,,,1,1,1,,,1,1,,1,1,,1,,,,1,,,1,,,1,,8
681,1,3,5,2,6,,6,,,6,,6,,,,,,6,6,,6,6,6,,6,6,6,6,6,,5,,5,,,6,,6,,,,,,4,4,,6,6,6,,6,6,6,6,6,,6,,2,2,1,,1,,1,1,,1,,1,1,1,1,1,,,1,,,,1,,,,,,1,9
693,1,2,4,1,4,4,4,3,3,6,,,,,,,,6,6,,5,7,6,,,5,,,5,,5,4,6,4,4,5,,,,,,,,5,3,,6,7,6,,,5,,,4,,5,None,2,1,3,,,,,,,1,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,7
736,1,6,1,1,7,,7,,7,7,,,,7,5,7,7,7,7,,,7,7,,,,,,,7,7,,7,,7,4,,,,7,7,7,7,3,4,,,7,6,,,,,,,7,5,There are always some people discuss or talking in the library even the quite area.,1,1,5,,1,,1,,,1,1,1,,,,,,,1,1,,,1,1,1,1,1,1,,8
760,2,9,5,2,6,6,1,,4,,7,6,7,,6,6,7,,,,,,,,7,,7,7,,7,6,6,6,,4,,7,7,7,,6,4,7,,,,,,,,6,,6,6,,6,6,,4,1,1,,,,1,,1,,,,1,,,,1,1,1,1,1,1,1,,1,,,1,,10
907,2,1,1,2,7,7,7,5,5,7,,,,7,,,,7,7,,7,7,7,,,7,,,,,4,5,5,6,6,7,,,,5,,,,7,7,,7,7,7,,,4,,,,,5,do some renovation to li ka shing library,3,1,3,,,,,,,1,1,1,,1,1,1,,,1,,,,1,1,,1,1,1,1,9
967,1,6,1,2,6,7,6,6,7,6,,,6,,,,6,,,,,,,,7,6,7,7,7,7,7,7,6,7,7,7,,,6,,,,7,,,,,,,,7,7,7,7,7,7,7,,3,2,3,,,,,,,1,1,,1,1,1,,1,1,1,1,1,1,1,,,,,,,10
1085,1,1,2,2,5,5,5,5,4,5,,5,,,,,,7,7,4,7,7,7,,,,5,,,,5,5,5,5,4,4,,5,,,,,,4,4,5,4,4,4,,,,5,,,,5,,2,1,3,,,,,,,1,,1,1,1,1,1,,,,,,,1,1,1,,1,1,1,5
1298,1,1,2,1,6,7,7,,6,7,,,,,,,,7,7,,7,,7,,7,,7,,4,7,6,6,5,,7,7,,,,,,,,6,7,,7,,7,,6,,7,,6,6,6, -,3,1,2,,,,1,,,1,1,1,1,1,1,1,,,1,,1,,1,,1,,1,,,8
1374,1,4,2,2,2,,4,2,3,4,,,,3,,5,,4,4,5,2,,4,,5,,,,,,4,,2,1,3,4,,,,5,,6,,7,5,2,4,,3,,7,,,,,,5,NA,2,1,5,,1,,,,,1,1,1,,1,,1,,,,,1,,1,,1,1,1,1,1,8
1525,1,7,3,1,7,7,7,1,,,,7,7,7,7,7,7,,,,,7,,,7,,7,7,7,,7,7,7,7,,,,7,7,7,7,7,7,,,,,7,,,7,,7,7,7,,7,,5,1,2,,,,,1,1,1,,,,,,,1,1,1,1,,1,1,,1,,,,1,10
1547,1,3,1,2,6,6,6,,,7,,,,7,5,5,5,7,7,,7,7,7,,,,,,,,6,6,6,,,7,,,,7,5,5,5,5,4,,7,7,7,,,,,,,,6,Open earlier on Sundays,1,1,2,,,,1,1,,1,1,1,,,,,,,1,,,,1,1,1,1,1,1,1,10
